,Num. Active ATMs (all time),Num. Active 424s (all time),Num. Active 424B5s (past year),Num. Active 424B3s (past year),Shares Raised in the Past Year,Dollars Raised in the Past Year,Current Offering (shares),Current Offering (cash),ATM Present,Offering Present
1079,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1080,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1081,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1082,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1083,1,3,0,2,1092636.0,0.0,4290000.0,13000000.0,True,True
1084,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1085,0,3,0,3,666.0,0.0,3228461.0,0.0,False,True
1086,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1087,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1088,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1089,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1090,0,3,0,3,666.0,0.0,3228461.0,0.0,False,True
1091,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1092,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1093,0,3,0,3,666.0,0.0,3228461.0,0.0,False,True
1094,0,3,0,3,666.0,0.0,3228461.0,0.0,False,True
1095,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1096,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1097,0,1,0,0,0.0,0.0,862097.0,0.0,False,True
1098,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1099,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1100,0,3,0,3,666.0,0.0,3228461.0,0.0,False,True
1101,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1102,0,1,0,1,0.0,0.0,1857143.0,0.0,False,True
1103,1,3,0,2,1092636.0,0.0,4290000.0,13000000.0,True,True
1104,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1105,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1106,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1107,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1108,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1109,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1110,0,1,0,0,0.0,0.0,1371430.0,0.0,False,True
1111,0,1,0,1,0.0,0.0,1954388.0,0.0,False,True
1112,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1113,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1114,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1115,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1116,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1117,1,2,1,2,0.0,0.0,4160000.0,0.0,False,True
1118,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1119,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1120,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1121,0,2,0,0,0.0,0.0,3571425.0,0.0,False,True
1122,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1123,0,1,0,1,0.0,0.0,1954388.0,0.0,False,True
1124,1,1,1,1,0.0,0.0,0.0,62821700.0,True,True
1125,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1126,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1127,3,3,2,2,0.0,62821700.0,0.0,0.0,False,True
1128,2,4,1,2,0.0,0.0,19500000.0,0.0,False,True
1129,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1130,0,1,0,1,0.0,0.0,1954388.0,0.0,False,True
1131,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1132,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1133,1,3,1,3,1603442.0,0.0,20534898.0,34000000.0,True,True
1134,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1135,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1136,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1137,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1138,0,1,0,1,0.0,0.0,3228461.0,0.0,False,True
1139,0,2,0,2,1392345.0,0.0,2855014.0,0.0,False,True
1140,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1141,0,1,0,1,0.0,0.0,1954388.0,0.0,False,True
1142,2,4,2,4,2941176.0,32.15,1105263.0,0.0,False,True
1143,0,1,0,1,0.0,0.0,1954388.0,0.0,False,True
1144,4,9,1,2,0.0,0.0,1692151.0,0.0,False,True
1145,0,1,0,1,0.0,0.0,2588738.0,0.0,False,True
1146,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1147,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1148,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1149,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1150,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1151,1,2,1,2,0.0,0.0,20000000.0,0.0,False,True
1152,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1153,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1154,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1155,0,2,0,1,0.0,0.0,4448274.0,0.0,False,True
1156,1,1,0,0,0.0,0.0,0.0,40000000.0,True,True
1157,0,2,0,2,1392345.0,0.0,2855014.0,0.0,False,True
1158,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1159,1,1,0,0,0.0,0.0,0.0,50000000.0,True,True
1160,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1161,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1162,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1163,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1164,1,3,1,2,0.0,0.0,28919486.0,25000000.0,True,True
1165,1,2,1,2,0.0,0.0,4290000.0,13000000.0,True,True
1166,0,2,0,1,0.0,0.0,0.0,0.0,False,True
1167,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1168,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1169,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1170,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1171,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1172,0,1,0,1,0.0,0.0,1371430.0,0.0,False,True
1173,1,2,1,2,0.0,0.0,9000000.0,80000000.0,True,True
1174,0,3,0,2,24700000.0,0.0,0.0,0.0,False,True
1175,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1176,1,2,1,2,0.0,0.0,4290000.0,13000000.0,True,True
1177,0,1,0,1,0.0,0.0,1954388.0,0.0,False,True
1178,0,1,0,1,0.0,0.0,3228461.0,0.0,False,True
1179,1,2,1,2,0.0,0.0,20000000.0,0.0,False,True
1180,1,2,1,2,0.0,0.0,20000000.0,0.0,False,True
1181,1,4,1,2,0.0,0.0,3500000.0,0.0,False,True
1182,0,1,0,1,0.0,0.0,1371430.0,0.0,False,True
1183,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1184,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1185,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1186,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1187,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1188,1,1,1,1,0.0,0.0,0.0,15000000.0,True,True
1189,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1190,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1191,0,2,0,0,0.0,0.0,3571425.0,0.0,False,True
1192,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1193,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1194,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1195,0,2,0,1,0.0,0.0,314286.0,0.0,False,True
1196,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1197,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1198,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1199,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1200,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1201,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1202,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1203,1,6,0,0,0.0,0.0,6966667.0,0.0,False,True
1204,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1205,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1206,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1207,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1208,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1209,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1210,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1211,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1212,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1213,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1214,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1215,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1216,1,3,0,1,0.0,0.0,5441176.0,25000000.0,True,True
1217,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1218,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1219,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1220,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1221,1,1,0,0,0.0,0.0,0.0,0.0,False,True
1222,1,3,0,1,0.0,0.0,2475248.0,0.0,False,True
1223,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1224,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1225,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1226,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1227,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1228,0,2,0,1,0.0,0.0,0.0,0.0,False,True
1229,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1230,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1231,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1232,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1233,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1234,0,2,0,1,0.0,0.0,4448274.0,0.0,False,True
1235,1,2,1,1,0.0,0.0,2594082.0,0.0,False,True
1236,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1237,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1238,1,1,1,1,0.0,0.0,0.0,13000000.0,True,True
1239,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1240,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1241,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1242,1,2,1,2,0.0,0.0,7000000.0,50000000.0,True,True
1243,1,3,0,1,0.0,0.0,5441176.0,25000000.0,True,True
1244,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1245,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1246,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1247,4,9,3,4,0.0,19000000.0,1692151.0,0.0,False,True
1248,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1249,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1250,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1251,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1252,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1253,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1254,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1255,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1256,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1257,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1258,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1259,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1260,1,1,1,1,0.0,0.0,0.0,7000000.0,True,True
1261,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1262,1,2,1,2,0.0,0.0,9000000.0,80000000.0,True,True
1263,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1264,2,2,2,2,0.0,40000000.0,0.0,20000000.0,True,True
1265,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1266,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1267,0,1,0,1,0.0,0.0,862097.0,0.0,False,True
1268,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1269,0,1,0,1,0.0,0.0,1371430.0,0.0,False,True
1270,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1271,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1272,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1273,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1274,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1275,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1276,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1277,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1278,0,1,0,1,0.0,0.0,862097.0,0.0,False,True
1279,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1280,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1281,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1282,0,1,0,1,0.0,0.0,862097.0,0.0,False,True
1283,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1284,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1285,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1286,0,3,0,0,0.0,0.0,850000.0,0.0,False,True
1287,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1288,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1289,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1290,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1291,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1292,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1293,4,9,3,4,0.0,19000000.0,1692151.0,0.0,False,True
1294,5,8,2,4,7000000.0,100000000.0,3300000.0,19000000.0,True,True
1295,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1296,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1297,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1298,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1299,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1300,0,1,0,1,0.0,0.0,1954388.0,0.0,False,True
1301,0,2,0,0,0.0,0.0,3571425.0,0.0,False,True
1302,1,1,1,1,0.0,0.0,0.0,13000000.0,True,True
1303,4,9,3,4,0.0,19000000.0,1692151.0,0.0,False,True
1304,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1305,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1306,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1307,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1308,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1309,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1310,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1311,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1312,1,2,1,2,0.0,0.0,20534898.0,34000000.0,True,True
1313,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1314,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1315,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1316,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1317,1,2,1,2,0.0,0.0,20534898.0,34000000.0,True,True
1318,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1319,1,1,0,0,0.0,0.0,0.0,50000000.0,True,True
1320,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1321,1,2,1,2,0.0,0.0,20534898.0,34000000.0,True,True
1322,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1323,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1324,2,4,1,2,0.0,0.0,5000000.0,0.0,False,True
1325,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1326,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1327,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1328,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1329,4,9,3,4,0.0,19000000.0,1692151.0,0.0,False,True
1330,3,7,2,3,0.0,20000000.0,649074.0,0.0,False,True
1331,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1332,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1333,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1334,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1335,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1336,0,3,0,1,0.0,0.0,850000.0,0.0,False,True
1337,1,1,0,0,0.0,0.0,0.0,50000000.0,True,True
1338,0,1,0,0,0.0,0.0,0.0,0.0,False,True
1339,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1340,3,8,2,3,0.0,5000000.0,1692151.0,0.0,False,True
1341,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1342,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1343,3,8,2,3,0.0,5000000.0,1692151.0,0.0,False,True
1344,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1345,0,3,0,1,0.0,0.0,850000.0,0.0,False,True
1346,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1347,0,3,0,1,0.0,0.0,850000.0,0.0,False,True
1348,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1349,1,1,1,1,0.0,0.0,0.0,13000000.0,True,True
1350,1,1,0,0,0.0,0.0,0.0,50000000.0,True,True
1351,2,2,2,2,0.0,40000000.0,0.0,20000000.0,True,True
1352,3,8,2,3,0.0,5000000.0,1692151.0,0.0,False,True
1353,1,4,1,3,12244898.0,0.0,6800000.0,80000000.0,True,True
1354,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1355,3,5,2,3,0.0,20000000.0,2400000.0,0.0,False,True
1356,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1357,1,1,0,0,0.0,0.0,0.0,50000000.0,True,True
1358,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1359,1,2,0,1,0.0,0.0,0.0,5700000.0,True,True
1360,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1361,2,4,2,3,0.0,0.65,37095777.0,9135000.0,True,True
1362,3,5,1,1,0.0,0.0,2500000.0,150000000.0,True,True
1363,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1364,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1365,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1366,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1367,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1368,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1369,3,8,3,6,3883791.0,10000000.0,1692151.0,0.0,False,True
1370,1,1,1,1,0.0,0.0,0.0,40000000.0,True,True
1371,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1372,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1373,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1374,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1375,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1376,2,4,2,4,30000000.0,0.65,37095777.0,9135000.0,True,True
1377,1,1,0,0,0.0,0.0,0.0,200000000.0,True,True
1378,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1379,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1380,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1381,2,2,2,2,0.0,40000000.0,0.0,20000000.0,True,True
1382,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1383,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1384,3,6,2,5,13000000.0,7.33,3300000.0,19000000.0,True,True
1385,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1386,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1387,1,1,0,0,0.0,0.0,0.0,200000000.0,True,True
1388,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1389,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1390,0,3,0,2,12244898.0,0.0,6800000.0,0.0,False,True
1391,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1392,1,1,1,1,0.0,0.0,0.0,5700000.0,True,True
1393,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1394,1,1,0,0,0.0,0.0,0.0,200000000.0,True,True
1395,0,1,0,0,0.0,0.0,21637429.0,0.0,False,True
1396,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1397,4,5,1,2,0.0,0.0,9375000.0,150000000.0,True,True
1398,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1399,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1400,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1401,1,1,1,1,0.0,0.0,0.0,20000000.0,True,True
1402,0,2,0,0,0.0,0.0,2071480.0,0.0,False,True
1403,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1404,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1405,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1406,1,1,1,1,0.0,0.0,0.0,5700000.0,True,True
1407,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1408,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1409,3,7,3,7,7462425.0,20000002.61,649074.0,0.0,False,True
1410,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1411,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1412,0,1,0,0,0.0,0.0,0.0,0.0,False,True
1413,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1414,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1415,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1416,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1417,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1418,0,1,0,1,0.0,0.0,0.0,0.0,False,True
1419,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1420,0,3,0,2,2000000.0,0.0,4761900.0,0.0,False,True
1421,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1422,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1423,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1424,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1425,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1426,1,6,1,5,2685000.0,0.0,0.0,42589233.0,True,True
1427,1,4,1,4,5048632.0,0.0,649074.0,0.0,False,True
1428,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1429,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1430,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1431,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1432,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1433,1,2,0,0,0.0,0.0,5000000.0,0.0,False,True
1434,2,3,2,2,0.0,10000000.0,76500.0,10000000.0,True,True
1435,0,1,0,1,0.0,0.0,4448274.0,0.0,False,True
1436,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1437,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1438,0,0,0,[],0.0,0.0,0.0,0.0,False,False
1439,1,4,1,4,5048632.0,0.0,649074.0,0.0,False,True
1440,0,0,0,[],0.0,0.0,0.0,0.0,False,False
